no_of_dependents,education,self_employed,income_annum,loan_term,cibil_score,total_assets,income_per_dependent,asset_coverage_ratio,wealth_cibil_score,loan_amount
3,0,1,8000000,10,576,54500000.0,2000000.0,1.8923611111111112,31392000000.0,28800000
0,0,1,4000000,8,799,29400000.0,4000000.0,2.672727272727273,23490600000.0,11000000
1,0,1,3300000,2,550,25500000.0,1650000.0,2.361111111111111,14025000000.0,10800000
2,1,0,5800000,4,878,36900000.0,1933333.3333333333,2.774436090225564,32398200000.0,13300000
3,1,1,2400000,12,895,17700000.0,600000.0,3.6875,15841500000.0,4800000
4,0,0,7600000,6,603,44900000.0,1520000.0,1.5117845117845117,27074700000.0,29700000
2,0,1,2500000,12,325,17400000.0,833333.3333333334,2.5217391304347827,5655000000.0,6900000
2,1,0,3300000,4,393,18800000.0,1100000.0,1.5932203389830508,7388400000.0,11800000
3,1,0,9800000,2,612,53000000.0,2450000.0,1.7491749174917492,32436000000.0,30300000
0,1,1,1000000,8,553,6900000.0,1000000.0,1.8157894736842106,3815700000.0,3800000
0,0,1,2500000,14,389,20800000.0,2500000.0,2.3636363636363638,8091200000.0,8800000
0,1,0,1900000,4,782,10800000.0,1900000.0,1.588235294117647,8445600000.0,6800000
3,1,0,3100000,12,493,27800000.0,775000.0,3.2705882352941176,13705400000.0,8500000
5,1,1,6000000,2,629,25900000.0,1000000.0,2.176470588235294,16291100000.0,11900000
5,0,0,6500000,10,419,41400000.0,1083333.3333333333,1.9166666666666667,17346600000.0,21600000
2,0,1,5900000,2,444,44400000.0,1966666.6666666667,2.810126582278481,19713600000.0,15800000
5,0,1,6500000,16,301,43600000.0,1083333.3333333333,2.759493670886076,13123600000.0,15800000
0,1,1,3800000,20,479,24900000.0,3800000.0,2.2232142857142856,11927100000.0,11200000
3,0,1,3000000,10,424,18400000.0,750000.0,1.6140350877192982,7801600000.0,11400000
0,1,0,4300000,18,469,24200000.0,4300000.0,1.4319526627218935,11349800000.0,16900000
4,0,1,3500000,2,897,27800000.0,700000.0,3.3493975903614457,24936600000.0,8300000
3,0,0,300000,2,477,2100000.0,75000.0,4.2,1001700000.0,500000
3,0,1,600000,16,509,4200000.0,150000.0,3.0,2137800000.0,1400000
0,1,1,800000,4,752,7000000.0,800000.0,4.117647058823529,5264000000.0,1700000
0,0,1,5600000,14,875,44200000.0,5600000.0,2.3141361256544504,38675000000.0,19100000
2,0,1,1800000,4,343,12200000.0,600000.0,3.388888888888889,4184600000.0,3600000
0,1,0,6800000,20,819,63100000.0,6800000.0,3.0336538461538463,51678900000.0,20800000
2,1,1,4200000,2,433,21100000.0,1400000.0,1.255952380952381,9136300000.0,16800000
1,0,1,200000,6,768,1000000.0,100000.0,2.5,768000000.0,400000
2,1,1,8500000,6,714,50100000.0,2833333.3333333335,1.5754716981132075,35771400000.0,31800000
2,0,1,2800000,16,531,17100000.0,933333.3333333334,1.693069306930693,9080100000.0,10100000
0,1,1,3600000,6,529,23300000.0,3600000.0,2.7093023255813953,12325700000.0,8600000
1,0,0,6200000,20,448,40800000.0,3100000.0,2.0923076923076924,18278400000.0,19500000
1,1,0,2700000,2,584,20300000.0,1350000.0,2.03,11855200000.0,10000000
1,1,0,6800000,4,501,35000000.0,3400000.0,1.5283842794759825,17535000000.0,22900000
2,0,0,6300000,18,848,40100000.0,2100000.0,1.636734693877551,34004800000.0,24500000
4,0,0,8800000,6,586,59400000.0,1760000.0,3.1099476439790577,34808400000.0,19100000
1,1,0,5900000,2,386,37100000.0,2950000.0,2.853846153846154,14320600000.0,13000000
5,0,1,9800000,18,301,52100000.0,1633333.3333333333,1.3746701846965699,15682100000.0,37900000
2,1,0,3300000,6,653,20700000.0,1100000.0,2.4939759036144578,13517100000.0,8300000
4,1,1,300000,14,448,1700000.0,60000.0,3.4,761600000.0,500000
1,0,1,4800000,16,696,29100000.0,2400000.0,2.5086206896551726,20253600000.0,11600000
1,1,0,7500000,16,707,33800000.0,3750000.0,1.1943462897526502,23896600000.0,28300000
2,0,0,8600000,4,429,53200000.0,2866666.6666666665,2.4516129032258065,22822800000.0,21700000
4,0,0,8900000,6,631,36400000.0,1780000.0,1.7251184834123223,22968400000.0,21100000
5,0,1,9600000,4,446,76200000.0,1600000.0,2.574324324324324,33985200000.0,29600000
0,1,1,7700000,18,705,41300000.0,7700000.0,2.281767955801105,29116500000.0,18100000
3,0,1,7000000,2,709,47500000.0,1750000.0,3.125,33677500000.0,15200000
4,0,1,7800000,14,739,35700000.0,1560000.0,1.8307692307692307,26382300000.0,19500000
3,1,0,5100000,6,336,30600000.0,1275000.0,2.7818181818181817,10281600000.0,11000000
4,1,0,9400000,4,898,54400000.0,1880000.0,1.6687116564417177,48851200000.0,32600000
4,0,1,600000,6,558,4800000.0,120000.0,2.2857142857142856,2678400000.0,2100000
3,1,0,5100000,4,589,40200000.0,1275000.0,3.0225563909774436,23677800000.0,13300000
2,1,1,3800000,2,301,13700000.0,1266666.6666666667,0.9513888888888888,4123700000.0,14400000
2,0,1,5300000,14,516,35800000.0,1766666.6666666667,1.6886792452830188,18472800000.0,21200000
5,0,0,1100000,12,315,6500000.0,183333.33333333334,1.8055555555555556,2047500000.0,3600000
3,0,0,6400000,10,546,46900000.0,1600000.0,3.2569444444444446,25607400000.0,14400000
0,0,1,5100000,14,559,30400000.0,5100000.0,2.0965517241379312,16993600000.0,14500000
3,1,1,5300000,2,350,40000000.0,1325000.0,2.366863905325444,14000000000.0,16900000
1,1,0,6700000,8,583,37400000.0,3350000.0,2.0,21804200000.0,18700000
2,0,0,4000000,8,874,23100000.0,1333333.3333333333,2.4574468085106385,20189400000.0,9400000
2,0,1,3900000,8,808,26800000.0,1300000.0,2.310344827586207,21654400000.0,11600000
1,1,1,1600000,16,487,11300000.0,800000.0,2.306122448979592,5503100000.0,4900000
3,1,0,2700000,14,870,18500000.0,675000.0,2.371794871794872,16095000000.0,7800000
3,1,0,1400000,8,840,8700000.0,350000.0,2.289473684210526,7308000000.0,3800000
4,0,1,8000000,18,682,35700000.0,1600000.0,1.859375,24347400000.0,19200000
3,1,1,8200000,10,668,67900000.0,2050000.0,2.3494809688581313,45357200000.0,28900000
5,1,1,4800000,8,781,27000000.0,800000.0,2.621359223300971,21087000000.0,10300000
4,1,0,8100000,6,375,49600000.0,1620000.0,2.610526315789474,18600000000.0,19000000
4,0,0,5900000,14,857,31600000.0,1180000.0,2.120805369127517,27081200000.0,14900000
5,1,1,8100000,6,823,50600000.0,1350000.0,1.5763239875389408,41643800000.0,32100000
0,1,0,1400000,8,686,8400000.0,1400000.0,1.68,5762400000.0,5000000
1,1,0,1600000,2,721,9700000.0,800000.0,1.5396825396825398,6993700000.0,6300000
4,1,0,4600000,18,545,21000000.0,920000.0,2.234042553191489,11445000000.0,9400000
1,0,0,2900000,6,523,18000000.0,1450000.0,2.0224719101123596,9414000000.0,8900000
2,1,1,8600000,20,607,58400000.0,2866666.6666666665,2.3453815261044175,35448800000.0,24900000
4,0,0,3800000,20,428,24700000.0,760000.0,1.657718120805369,10571600000.0,14900000
0,0,0,8200000,4,666,57000000.0,8200000.0,2.8078817733990147,37962000000.0,20300000
3,1,0,3200000,20,704,21100000.0,800000.0,2.089108910891089,14854400000.0,10100000
0,0,1,8100000,10,794,50400000.0,8100000.0,2.1176470588235294,40017600000.0,23800000
1,1,1,9800000,12,430,60200000.0,4900000.0,2.5836909871244633,25886000000.0,23300000
0,0,0,200000,20,615,1500000.0,200000.0,3.0,922500000.0,500000
0,0,0,6600000,20,360,45100000.0,6600000.0,3.198581560283688,16236000000.0,14100000
0,0,0,9100000,14,458,59400000.0,9100000.0,3.2459016393442623,27205200000.0,18300000
2,0,0,5500000,12,887,33800000.0,1833333.3333333333,1.6568627450980393,29980600000.0,20400000
4,0,0,7200000,8,735,57200000.0,1440000.0,2.0875912408759123,42042000000.0,27400000
1,0,0,2400000,16,379,14900000.0,1200000.0,2.6607142857142856,5647100000.0,5600000
4,1,0,9600000,20,544,50300000.0,1920000.0,1.9725490196078432,27363200000.0,25500000
1,1,1,5800000,12,721,35500000.0,2900000.0,2.125748502994012,25595500000.0,16700000
4,0,0,2300000,8,676,13400000.0,460000.0,2.2333333333333334,9058400000.0,6000000
1,0,0,300000,4,342,2200000.0,150000.0,1.8333333333333333,752400000.0,1200000
0,0,0,9900000,16,566,69200000.0,9900000.0,2.562962962962963,39167200000.0,27000000
2,0,0,3500000,2,355,25000000.0,1166666.6666666667,1.7857142857142858,8875000000.0,14000000
2,1,0,4800000,20,605,31700000.0,1600000.0,1.7135135135135136,19178500000.0,18500000
2,0,0,1600000,16,525,10400000.0,533333.3333333334,2.0,5460000000.0,5200000
5,1,1,800000,12,403,4500000.0,133333.33333333334,1.8,1813500000.0,2500000
1,1,1,9000000,18,727,62700000.0,4500000.0,1.871641791044776,45582900000.0,33500000
1,1,0,8300000,12,529,60500000.0,4150000.0,2.093425605536332,32004500000.0,28900000
4,1,0,2800000,18,415,16800000.0,560000.0,2.7540983606557377,6972000000.0,6100000
1,1,1,6400000,10,879,34700000.0,3200000.0,2.005780346820809,30501300000.0,17300000
2,0,1,6000000,16,649,39100000.0,2000000.0,3.1031746031746033,25375900000.0,12600000
0,1,0,2900000,16,395,20700000.0,2900000.0,2.1122448979591835,8176500000.0,9800000
0,1,0,6500000,20,488,41900000.0,6500000.0,1.7385892116182573,20447200000.0,24100000
1,1,1,200000,8,569,1400000.0,100000.0,3.5,796600000.0,400000
1,0,0,8400000,14,817,54400000.0,4200000.0,2.2113821138211383,44444800000.0,24600000
1,1,1,6100000,20,706,48100000.0,3050000.0,2.702247191011236,33958600000.0,17800000
2,1,1,8000000,8,553,41600000.0,2666666.6666666665,1.3333333333333333,23004800000.0,31200000
5,0,1,900000,14,464,5100000.0,150000.0,2.8333333333333335,2366400000.0,1800000
2,1,0,7300000,6,729,50800000.0,2433333.3333333335,2.54,37033200000.0,20000000
4,0,1,3700000,12,363,26500000.0,740000.0,3.581081081081081,9619500000.0,7400000
2,1,0,5200000,12,565,31100000.0,1733333.3333333333,1.808139534883721,17571500000.0,17200000
1,1,0,7200000,14,421,41500000.0,3600000.0,1.9761904761904763,17471500000.0,21000000
0,0,1,9400000,10,512,67600000.0,9400000.0,1.976608187134503,34611200000.0,34200000
3,0,1,3400000,2,730,23200000.0,850000.0,1.8709677419354838,16936000000.0,12400000
0,1,0,600000,8,627,4800000.0,600000.0,2.0869565217391304,3009600000.0,2300000
0,0,1,3300000,16,434,24100000.0,3300000.0,2.41,10459400000.0,10000000
2,1,1,5900000,2,410,37300000.0,1966666.6666666667,2.6083916083916083,15293000000.0,14300000
3,0,0,1300000,16,624,9900000.0,325000.0,2.75,6177600000.0,3600000
4,1,1,5700000,4,656,50800000.0,1140000.0,3.0059171597633134,33324800000.0,16900000
2,0,0,7700000,16,758,45800000.0,2566666.6666666665,1.6776556776556777,34716400000.0,27300000
4,0,1,7000000,18,336,52000000.0,1400000.0,2.2127659574468086,17472000000.0,23500000
5,1,0,8100000,18,378,34400000.0,1350000.0,1.5707762557077625,13003200000.0,21900000
1,1,1,1900000,4,620,15900000.0,950000.0,3.7857142857142856,9858000000.0,4200000
2,1,0,4500000,18,593,21200000.0,1500000.0,2.32967032967033,12571600000.0,9100000
0,0,1,9600000,12,710,80000000.0,9600000.0,2.3529411764705883,56800000000.0,34000000
1,0,1,5400000,8,753,25300000.0,2700000.0,1.2222222222222223,19050900000.0,20700000
1,0,1,7800000,16,454,48000000.0,3900000.0,1.7647058823529411,21792000000.0,27200000
1,1,1,8200000,8,619,67500000.0,4100000.0,3.5340314136125652,41782500000.0,19100000
2,1,0,8900000,6,367,69600000.0,2966666.6666666665,2.442105263157895,25543200000.0,28500000
1,1,0,1400000,20,384,7400000.0,700000.0,2.3870967741935485,2841600000.0,3100000
2,1,0,1700000,16,610,8400000.0,566666.6666666666,1.423728813559322,5124000000.0,5900000
0,1,0,5300000,12,802,31500000.0,5300000.0,1.6153846153846154,25263000000.0,19500000
3,1,0,6500000,10,858,48400000.0,1625000.0,1.9206349206349207,41527200000.0,25200000
2,1,0,5900000,8,599,38700000.0,1966666.6666666667,2.7642857142857142,23181300000.0,14000000
4,1,1,9800000,2,395,54400000.0,1960000.0,2.0148148148148146,21488000000.0,27000000
3,1,1,7700000,6,380,55500000.0,1925000.0,3.425925925925926,21090000000.0,16200000
1,1,0,7900000,10,803,58600000.0,3950000.0,2.162361623616236,47055800000.0,27100000
4,1,0,3500000,20,809,25500000.0,700000.0,2.865168539325843,20629500000.0,8900000
4,0,0,2400000,2,722,18000000.0,480000.0,2.727272727272727,12996000000.0,6600000
5,1,0,9900000,10,392,64400000.0,1650000.0,1.803921568627451,25244800000.0,35700000
0,1,0,3900000,8,545,22600000.0,3900000.0,1.5586206896551724,12317000000.0,14500000
2,0,1,7300000,10,799,44700000.0,2433333.3333333335,1.568421052631579,35715300000.0,28500000
0,1,1,6400000,12,727,54800000.0,6400000.0,2.502283105022831,39839600000.0,21900000
4,1,0,7100000,18,530,38500000.0,1420000.0,1.9444444444444444,20405000000.0,19800000
2,0,0,8800000,14,637,60800000.0,2933333.3333333335,3.2,38729600000.0,19000000
5,1,0,7400000,4,561,55400000.0,1233333.3333333333,2.638095238095238,31079400000.0,21000000
2,0,0,4400000,20,421,31100000.0,1466666.6666666667,2.591666666666667,13093100000.0,12000000
3,1,1,8600000,14,459,49000000.0,2150000.0,1.6171617161716172,22491000000.0,30300000
3,0,0,6900000,14,828,41100000.0,1725000.0,1.5807692307692307,34030800000.0,26000000
4,1,0,9600000,20,679,75000000.0,1920000.0,2.727272727272727,50925000000.0,27500000
2,1,1,8100000,8,455,63100000.0,2700000.0,2.455252918287938,28710500000.0,25700000
0,0,0,2600000,18,879,11600000.0,2600000.0,1.2340425531914894,10196400000.0,9400000
3,1,1,9300000,14,636,66900000.0,2325000.0,2.5632183908045976,42548400000.0,26100000
2,0,1,2100000,16,426,9000000.0,700000.0,1.6071428571428572,3834000000.0,5600000
4,0,1,9000000,14,508,71300000.0,1800000.0,3.316279069767442,36220400000.0,21500000
3,0,1,7000000,4,768,49200000.0,1750000.0,2.5625,37785600000.0,19200000
3,0,0,2200000,20,667,21400000.0,550000.0,3.34375,14273800000.0,6400000
5,1,1,7500000,2,440,44400000.0,1250000.0,1.574468085106383,19536000000.0,28200000
1,1,1,8300000,2,366,60400000.0,4150000.0,3.5952380952380953,22106400000.0,16800000
2,0,0,300000,2,383,2400000.0,100000.0,4.0,919200000.0,600000
0,0,1,300000,4,603,1800000.0,300000.0,2.25,1085400000.0,800000
3,1,0,3900000,4,728,29100000.0,975000.0,1.9530201342281879,21184800000.0,14900000
0,0,0,6600000,6,549,44600000.0,6600000.0,2.1970443349753697,24485400000.0,20300000
0,1,0,4100000,8,855,26500000.0,4100000.0,2.4766355140186915,22657500000.0,10700000
5,1,1,1800000,12,461,11500000.0,300000.0,2.169811320754717,5301500000.0,5300000
3,0,1,7000000,16,379,40200000.0,1750000.0,2.4968944099378882,15235800000.0,16100000
2,0,1,5100000,6,559,35400000.0,1700000.0,2.5839416058394162,19788600000.0,13700000
1,0,1,300000,8,816,2200000.0,150000.0,3.6666666666666665,1795200000.0,600000
4,0,1,4300000,2,560,26100000.0,860000.0,2.289473684210526,14616000000.0,11400000
0,1,1,3200000,14,645,22100000.0,3200000.0,1.8416666666666666,14254500000.0,12000000
4,0,1,4200000,6,551,34500000.0,840000.0,3.0,19009500000.0,11500000
0,0,1,9600000,8,515,60100000.0,9600000.0,2.6244541484716155,30951500000.0,22900000
4,1,0,1300000,10,657,9100000.0,260000.0,2.5277777777777777,5978700000.0,3600000
3,0,0,2400000,2,682,14200000.0,600000.0,1.5268817204301075,9684400000.0,9300000
0,1,0,600000,10,588,3100000.0,600000.0,1.9375,1822800000.0,1600000
5,1,1,9600000,10,359,63300000.0,1600000.0,1.6657894736842105,22724700000.0,38000000
0,1,0,400000,4,766,2700000.0,400000.0,2.25,2068200000.0,1200000
4,1,0,5900000,14,469,46300000.0,1180000.0,2.3266331658291457,21714700000.0,19900000
0,1,1,700000,10,618,3700000.0,700000.0,2.642857142857143,2286600000.0,1400000
0,0,1,8600000,20,711,60200000.0,8600000.0,3.401129943502825,42802200000.0,17700000
0,1,1,9000000,4,549,43300000.0,9000000.0,1.2735294117647058,23771700000.0,34000000
3,1,1,5100000,6,754,23700000.0,1275000.0,1.161764705882353,17869800000.0,20400000
4,0,1,500000,6,461,3700000.0,100000.0,2.466666666666667,1705700000.0,1500000
2,1,0,1600000,10,837,12000000.0,533333.3333333334,3.1578947368421053,10044000000.0,3800000
0,1,1,9800000,14,459,42700000.0,9800000.0,1.786610878661088,19599300000.0,23900000
4,1,0,7800000,20,614,55800000.0,1560000.0,1.878787878787879,34261200000.0,29700000
4,0,0,6500000,16,373,33000000.0,1300000.0,1.375,12309000000.0,24000000
5,1,1,7500000,12,512,49100000.0,1250000.0,1.8528301886792453,25139200000.0,26500000
4,1,1,8900000,18,781,50300000.0,1780000.0,2.1495726495726495,39284300000.0,23400000
4,1,1,1800000,14,305,9500000.0,360000.0,1.6379310344827587,2897500000.0,5800000
1,0,1,7600000,6,447,33000000.0,3800000.0,1.1870503597122302,14751000000.0,27800000
4,1,1,1200000,6,757,8400000.0,240000.0,1.826086956521739,6358800000.0,4600000
5,1,1,2700000,2,723,15200000.0,450000.0,1.4615384615384615,10989600000.0,10400000
1,0,1,4600000,12,463,19900000.0,2300000.0,1.8256880733944953,9213700000.0,10900000
2,0,0,6900000,10,699,44900000.0,2300000.0,2.4010695187165774,31385100000.0,18700000
4,1,1,8400000,2,308,55600000.0,1680000.0,2.2063492063492065,17124800000.0,25200000
0,1,0,300000,18,702,2000000.0,300000.0,4.0,1404000000.0,500000
2,0,1,9500000,4,456,74000000.0,3166666.6666666665,1.9733333333333334,33744000000.0,37500000
3,1,1,1900000,8,651,10500000.0,475000.0,1.7796610169491525,6835500000.0,5900000
3,0,0,4200000,20,840,23900000.0,1050000.0,1.6482758620689655,20076000000.0,14500000
4,1,1,2200000,18,848,16900000.0,440000.0,2.1392405063291138,14331200000.0,7900000
5,1,1,7100000,4,727,50000000.0,1183333.3333333333,2.5380710659898478,36350000000.0,19700000
4,1,0,3500000,10,335,24100000.0,700000.0,2.0775862068965516,8073500000.0,11600000
5,0,0,400000,18,304,3200000.0,66666.66666666667,4.0,972800000.0,800000
2,1,1,8800000,2,712,58200000.0,2933333.3333333335,1.691860465116279,41438400000.0,34400000
0,0,0,1800000,10,737,14500000.0,1800000.0,2.196969696969697,10686500000.0,6600000
1,1,1,7600000,14,690,57000000.0,3800000.0,1.9453924914675769,39330000000.0,29300000
1,1,1,1000000,4,888,7000000.0,500000.0,2.1875,6216000000.0,3200000
2,0,1,8200000,10,839,47100000.0,2733333.3333333335,1.7316176470588236,39516900000.0,27200000
5,0,1,3600000,8,333,24500000.0,600000.0,1.9758064516129032,8158500000.0,12400000
5,1,0,9400000,18,862,53000000.0,1566666.6666666667,2.2362869198312234,45686000000.0,23700000
5,0,0,2600000,4,309,17100000.0,433333.3333333333,1.879120879120879,5283900000.0,9100000
5,0,0,9500000,10,823,63400000.0,1583333.3333333333,2.0651465798045603,52178200000.0,30700000
0,1,1,3500000,14,649,19600000.0,3500000.0,1.6752136752136753,12720400000.0,11700000
5,0,1,9800000,10,726,71500000.0,1633333.3333333333,2.0028011204481793,51909000000.0,35700000
4,1,0,800000,18,712,4100000.0,160000.0,1.3225806451612903,2919200000.0,3100000
0,0,0,9700000,20,701,62900000.0,9700000.0,1.6863270777479893,44092900000.0,37300000
3,1,0,6200000,12,655,42300000.0,1550000.0,1.9859154929577465,27706500000.0,21300000
1,0,1,4400000,18,385,24600000.0,2200000.0,1.4819277108433735,9471000000.0,16600000
2,1,0,1800000,4,777,13800000.0,600000.0,3.6315789473684212,10722600000.0,3800000
3,1,0,1700000,14,696,6300000.0,425000.0,1.1886792452830188,4384800000.0,5300000
3,1,0,3900000,16,496,21300000.0,975000.0,1.5106382978723405,10564800000.0,14100000
2,1,1,2200000,6,659,16200000.0,733333.3333333334,2.050632911392405,10675800000.0,7900000
3,0,1,6300000,2,542,39400000.0,1575000.0,2.225988700564972,21354800000.0,17700000
2,0,0,2200000,18,729,16100000.0,733333.3333333334,1.8505747126436782,11736900000.0,8700000
1,1,0,8100000,6,744,60300000.0,4050000.0,2.1232394366197185,44863200000.0,28400000
4,0,0,6800000,2,749,58300000.0,1360000.0,3.429411764705882,43666700000.0,17000000
0,1,0,4700000,20,755,36400000.0,4700000.0,2.4594594594594597,27482000000.0,14800000
3,1,1,2200000,2,506,11900000.0,550000.0,2.2452830188679247,6021400000.0,5300000
3,1,1,3500000,6,391,27200000.0,875000.0,2.0923076923076924,10635200000.0,13000000
1,0,1,3500000,10,898,19300000.0,1750000.0,1.6637931034482758,17331400000.0,11600000
5,0,0,500000,12,527,2000000.0,83333.33333333333,1.3333333333333333,1054000000.0,1500000
5,0,0,9900000,20,470,81700000.0,1650000.0,2.282122905027933,38399000000.0,35800000
1,1,0,8400000,12,694,50900000.0,4200000.0,2.036,35324600000.0,25000000
1,1,0,5000000,14,325,35900000.0,2500000.0,1.9095744680851063,11667500000.0,18800000
4,0,1,5500000,10,880,23800000.0,1100000.0,1.7761194029850746,20944000000.0,13400000
5,1,1,3000000,14,459,26700000.0,500000.0,2.2436974789915967,12255300000.0,11900000
3,0,1,9400000,10,323,61500000.0,2350000.0,2.8738317757009346,19864500000.0,21400000
4,1,0,7600000,8,739,61100000.0,1520000.0,2.106896551724138,45152900000.0,29000000
0,0,1,5500000,10,724,31500000.0,5500000.0,1.9325153374233128,22806000000.0,16300000
1,1,0,3100000,18,487,23300000.0,1550000.0,3.1486486486486487,11347100000.0,7400000
3,1,0,7700000,4,439,54700000.0,1925000.0,1.9747292418772564,24013300000.0,27700000
2,1,0,9800000,2,655,53700000.0,3266666.6666666665,2.1141732283464565,35173500000.0,25400000
3,0,0,3200000,14,443,16100000.0,800000.0,1.75,7132300000.0,9200000
2,1,0,700000,20,489,3600000.0,233333.33333333334,1.3846153846153846,1760400000.0,2600000
4,0,1,3100000,14,427,20500000.0,620000.0,2.383720930232558,8753500000.0,8600000
0,1,1,4500000,20,417,27200000.0,4500000.0,2.5904761904761906,11342400000.0,10500000
5,0,1,8900000,18,842,49300000.0,1483333.3333333333,1.9879032258064515,41510600000.0,24800000
3,0,0,5900000,2,307,52900000.0,1475000.0,2.2801724137931036,16240300000.0,23200000
2,0,0,1500000,18,428,12400000.0,500000.0,2.7555555555555555,5307200000.0,4500000
4,0,1,6300000,16,415,45900000.0,1260000.0,3.0197368421052633,19048500000.0,15200000
3,0,1,6500000,20,405,41200000.0,1625000.0,2.2637362637362637,16686000000.0,18200000
4,1,0,8000000,18,683,57900000.0,1600000.0,1.838095238095238,39545700000.0,31500000
1,1,1,3300000,14,742,13800000.0,1650000.0,1.3018867924528301,10239600000.0,10600000
4,0,0,3900000,10,530,25300000.0,780000.0,2.53,13409000000.0,10000000
3,1,0,1600000,10,844,13500000.0,400000.0,3.857142857142857,11394000000.0,3500000
2,0,1,3900000,18,715,22600000.0,1300000.0,1.6258992805755397,16159000000.0,13900000
3,1,1,8000000,12,476,53700000.0,2000000.0,2.041825095057034,25561200000.0,26300000
2,1,0,2200000,6,721,11000000.0,733333.3333333334,2.2916666666666665,7931000000.0,4800000
4,0,0,7600000,12,339,56400000.0,1520000.0,1.8613861386138615,19119600000.0,30300000
5,0,1,2700000,6,461,16400000.0,450000.0,2.411764705882353,7560400000.0,6800000
2,1,1,6300000,12,556,44800000.0,2100000.0,1.9310344827586208,24908800000.0,23200000
3,0,0,7700000,8,483,55500000.0,1925000.0,2.9679144385026737,26806500000.0,18700000
2,1,0,4500000,18,406,27500000.0,1500000.0,1.5988372093023255,11165000000.0,17200000
2,1,1,9400000,14,513,87100000.0,3133333.3333333335,3.5120967741935485,44682300000.0,24800000
0,0,0,4600000,16,574,28300000.0,4600000.0,2.246031746031746,16244200000.0,12600000
0,1,1,5200000,6,692,29100000.0,5200000.0,1.8535031847133758,20137200000.0,15700000
5,1,1,8000000,18,867,63800000.0,1333333.3333333333,2.140939597315436,55314600000.0,29800000
1,0,1,9900000,2,875,49200000.0,4950000.0,1.277922077922078,43050000000.0,38500000
4,1,1,8500000,10,597,52400000.0,1700000.0,2.817204301075269,31282800000.0,18600000
2,1,1,4900000,20,513,45400000.0,1633333.3333333333,3.783333333333333,23290200000.0,12000000
3,1,1,7000000,2,354,49000000.0,1750000.0,2.024793388429752,17346000000.0,24200000
2,0,0,9600000,18,647,68800000.0,3200000.0,2.6563706563706564,44513600000.0,25900000
1,1,0,9700000,6,875,74400000.0,4850000.0,3.1392405063291138,65100000000.0,23700000
1,1,0,6200000,20,819,40200000.0,3100000.0,2.8111888111888113,32923800000.0,14300000
4,0,1,4100000,10,521,38000000.0,820000.0,3.9583333333333335,19798000000.0,9600000
0,1,1,6100000,20,761,28000000.0,6100000.0,1.407035175879397,21308000000.0,19900000
0,1,0,700000,18,572,4700000.0,700000.0,2.473684210526316,2688400000.0,1900000
3,1,0,6400000,12,571,51200000.0,1600000.0,2.12448132780083,29235200000.0,24100000
4,1,1,3800000,20,891,29200000.0,760000.0,3.7435897435897436,26017200000.0,7800000
1,0,0,4900000,12,895,40300000.0,2450000.0,2.722972972972973,36068500000.0,14800000
2,1,0,2100000,20,580,16200000.0,700000.0,2.4545454545454546,9396000000.0,6600000
2,1,0,6200000,8,605,51800000.0,2066666.6666666667,2.213675213675214,31339000000.0,23400000
4,0,0,1600000,8,705,10200000.0,320000.0,2.0,7191000000.0,5100000
1,0,1,1300000,20,423,7200000.0,650000.0,1.44,3045600000.0,5000000
5,0,1,7300000,2,846,40500000.0,1216666.6666666667,1.8,34263000000.0,22500000
2,0,0,2100000,4,542,11000000.0,700000.0,2.2,5962000000.0,5000000
5,0,0,600000,18,631,3900000.0,100000.0,1.625,2460900000.0,2400000
4,1,0,7000000,18,318,25900000.0,1400000.0,1.0571428571428572,8236200000.0,24500000
1,0,1,3000000,10,541,25100000.0,1500000.0,3.6911764705882355,13579100000.0,6800000
1,1,0,900000,20,782,5800000.0,450000.0,2.0,4535600000.0,2900000
2,1,0,9600000,2,888,62800000.0,3200000.0,1.7942857142857143,55766400000.0,35000000
0,1,0,1500000,14,747,5800000.0,1500000.0,1.6111111111111112,4332600000.0,3600000
0,1,1,5000000,6,641,39100000.0,5000000.0,2.068783068783069,25063100000.0,18900000
3,1,1,500000,4,640,2600000.0,125000.0,1.5294117647058822,1664000000.0,1700000
4,0,0,7600000,12,324,52000000.0,1520000.0,1.8505338078291815,16848000000.0,28100000
4,1,0,5500000,20,359,34500000.0,1100000.0,1.6273584905660377,12385500000.0,21200000
0,0,1,6600000,12,338,31400000.0,6600000.0,1.3476394849785407,10613200000.0,23300000
0,1,0,1400000,14,384,9300000.0,1400000.0,2.90625,3571200000.0,3200000
5,0,1,8800000,16,545,73700000.0,1466666.6666666667,2.7706766917293235,40166500000.0,26600000
5,0,0,6200000,18,610,45900000.0,1033333.3333333334,1.896694214876033,27999000000.0,24200000
2,1,1,8300000,18,840,44400000.0,2766666.6666666665,1.5913978494623655,37296000000.0,27900000
3,0,0,2400000,6,630,19400000.0,600000.0,2.3950617283950617,12222000000.0,8100000
1,1,0,9100000,4,508,63400000.0,4550000.0,2.032051282051282,32207200000.0,31200000
0,0,1,9500000,4,535,54500000.0,9500000.0,1.5616045845272206,29157500000.0,34900000
1,1,0,1200000,20,717,8000000.0,600000.0,2.3529411764705883,5736000000.0,3400000
2,1,1,7700000,8,735,37300000.0,2566666.6666666665,1.932642487046632,27415500000.0,19300000
5,1,1,7800000,20,528,44200000.0,1300000.0,2.0090909090909093,23337600000.0,22000000
